zipCode,city,state,rate,dropOffCharge,dropOffChargeOffhour,dropOffChargeWeekend,dropOffChargeHoliday
92649,Huntington Beach,CA,190,85,,,
90255,Huntington Park,CA,180,,,,
92549,Idyllwild,CA,,,,,
91932,Imperial Beach,CA,,,,,
91933,Imperial Beach,CA,,,,,
92210,Indian Wells,CA,,,,,
92201,Indio,CA,,,,,
92202,Indio,CA,,,,,
92203,Indio,CA,,,,,
90301,Inglewood,CA,185,85,,,
90302,Inglewood,CA,185,85,,,
90303,Inglewood,CA,185,85,,,
90304,Inglewood,CA,185,85,,,
90305,Inglewood,CA,185,85,,,
90306,Inglewood,CA,185,85,,,
90307,Inglewood,CA,185,85,,,
90308,Inglewood,CA,185,85,,,
90309,Inglewood,CA,185,85,,,
90310,Inglewood,CA,185,85,,,
90311,Inglewood,CA,185,85,,,
90312,Inglewood,CA,185,85,,,
92602,Irvine,CA,210,85,,,
92603,Irvine,CA,210,85,,,
92604,Irvine,CA,210,85,,,
92606,Irvine,CA,210,85,,,
92612,Irvine,CA,210,85,,,
92614,Irvine,CA,210,85,,,
92616,Irvine,CA,210,85,,,
92617,Irvine,CA,210,85,,,
92618,Irvine,CA,210,85,,,
92619,Irvine,CA,210,85,,,
92620,Irvine,CA,210,85,,,
92623,Irvine,CA,210,85,,,
92697,Irvine,CA,210,85,,,
91934,Jacumba,CA,,,,,
91935,Jamul,CA,,,,,
92252,Joshua Tree,CA,,,,,
92036,Julian,CA,,,,,
91011,La Canada Flintridge,CA,210,85,,,
91012,La Canada Flintridge,CA,210,85,,,
91214,La Crescenta,CA,210,85,,,
91224,La Crescenta,CA,210,85,,,
90631,La Habra,CA,195,85,,,
90632,La Habra,CA,195,85,,,
90633,La Habra,CA,195,85,,,
92037,La Jolla,CA,,,,,
92038,La Jolla,CA,,,,,
92039,La Jolla,CA,,,,,
92092,La Jolla,CA,,,,,
92093,La Jolla,CA,,,,,
91941,La Mesa,CA,,,,,
91942,La Mesa,CA,,,,,
91943,La Mesa,CA,,,,,
91944,La Mesa,CA,,,,,
90637,La Mirada,CA,175,85,,,
90638,La Mirada,CA,175,85,,,
90639,La Mirada,CA,175,85,,,
90623,La Palma,CA,180,85,,,
91744,La Puente,CA,195,85,,,
91746,La Puente,CA,195,85,,,
91747,La Puente,CA,195,85,,,
91749,La Puente,CA,195,85,,,
92247,La Quinta,CA,,,,,
92248,La Quinta,CA,,,,,
92253,La Quinta,CA,,,,,
91750,La Verne,CA,250,85,,,
92694,Ladera Ranch ,CA,,,,,
92651,Laguna Beach,CA,260,85,,,
92652,Laguna Beach,CA,260,85,,,
92637,Laguna Hills,CA,260,85,,,
92653,Laguna Hills,CA,260,85,,,
92654,Laguna Hills,CA,260,85,,,
92607,Laguna Niguel,CA,260,85,,,
92677,Laguna Niguel,CA,260,85,,,
92637,Laguna Woods ,CA,,,,,
92352,Lake Arrowhead,CA,,,,,
92530,Lake Elsinore,CA,350,350,,,
92531,Lake Elsinore,CA,350,350,,,
92532,Lake Elsinore,CA,350,350,,,
92630,Lake Forest,CA,260,260,,,
93532,Lake Hughes,CA,,,,,
91361,Lake Sherwood,CA,,,,,
92040,Lakeside,CA,,,,,
90711,Lakewood,CA,170,85,,,
90712,Lakewood,CA,170,85,,,
90713,Lakewood,CA,170,85,,,
90714,Lakewood,CA,170,85,,,
90715,Lakewood,CA,170,85,,,
93534,Lancaster,CA,475,475,,,
93535,Lancaster,CA,475,475,,,
93536,Lancaster,CA,475,475,,,
93539,Lancaster,CA,475,475,,,
93584,Lancaster,CA,475,475,,,
93586,Lancaster,CA,475,475,,,
92285,Landers,CA,,,,,
90260,Lawndale,CA,170,85,,,
90261,Lawndale,CA,170,85,,,
91945,Lemon Grove,CA,,,,,
91946,Lemon Grove,CA,,,,,
93543,Littlerock,CA,,,,,
93544,Llano,CA,,,,,
92350,Loma Linda,CA,310,155,,,
92354,Loma Linda,CA,310,155,,,
92357,Loma Linda,CA,310,155,,,
90717,Lomita,CA,170,85,,,
93436,Lompoc,CA,,,,,
93437,Lompoc,CA,,,,,
93438,Lompoc,CA,,,,,
90801,Long Beach,CA,155,,,,
90802,Long Beach,CA,155,,,,
90803,Long Beach,CA,155,,,,
90804,Long Beach,CA,155,,,,
90805,Long Beach,CA,155,,,,
90806,Long Beach,CA,155,,,,
90807,Long Beach,CA,155,,,,
90808,Long Beach,CA,155,,,,
90809,Long Beach,CA,155,,,,
90810,Long Beach,CA,155,,,,
90813,Long Beach,CA,155,,,,
90814,Long Beach,CA,155,,,,
90815,Long Beach,CA,155,,,,
90822,Long Beach,CA,155,,,,
90831,Long Beach,CA,155,,,,
90832,Long Beach,CA,155,,,,
90833,Long Beach,CA,155,,,,
90834,Long Beach,CA,155,,,,
90835,Long Beach,CA,155,,,,
90840,Long Beach,CA,155,,,,
90842,Long Beach,CA,155,,,,
90844,Long Beach,CA,155,,,,
90846,Long Beach,CA,155,,,,
90847,Long Beach,CA,155,,,,
90848,Long Beach,CA,155,,,,
90853,Long Beach,CA,155,,,,
90899,Long Beach,CA,155,,,,
90720,Los Alamitos,CA,170,85,,,
90721,Los Alamitos,CA,170,85,,,
93440,Los Alamos,CA,175,,,,
90001,Los Angeles,CA,175,,,,
90002,Los Angeles,CA,175,,,,
90003,Los Angeles,CA,175,,,,
90004,Los Angeles,CA,175,,,,
90005,Los Angeles,CA,175,,,,
90006,Los Angeles,CA,175,,,,
90007,Los Angeles,CA,175,,,,
90008,Los Angeles,CA,175,,,,
90009,Los Angeles,CA,175,,,,
90010,Los Angeles,CA,175,,,,
90011,Los Angeles,CA,175,,,,
90012,Los Angeles,CA,175,,,,
90013,Los Angeles,CA,175,,,,
90014,Los Angeles,CA,175,,,,
90015,Los Angeles,CA,175,,,,
90016,Los Angeles,CA,175,,,,
90017,Los Angeles,CA,175,,,,
90018,Los Angeles,CA,175,,,,
90019,Los Angeles,CA,175,,,,
90020,Los Angeles,CA,175,,,,
90021,Los Angeles,CA,175,,,,
90022,Los Angeles,CA,175,,,,
90022,Commerce,CA,175,,,,
90023,Los Angeles,CA,175,,,,
90023,Commerce,CA,175,,,,
90024,Los Angeles,CA,175,,,,
90025,Los Angeles,CA,175,,,,
90026,Los Angeles,CA,175,,,,
90027,Los Angeles,CA,175,,,,
90028,Los Angeles,CA,175,,,,
90029,Los Angeles,CA,175,,,,
90030,Los Angeles,CA,175,,,,
90031,Los Angeles,CA,175,,,,
90032,Los Angeles,CA,175,,,,
90033,Los Angeles,CA,175,,,,
90034,Los Angeles,CA,175,,,,
90035,Los Angeles,CA,175,,,,
90036,Los Angeles,CA,175,,,,
90037,Los Angeles,CA,175,,,,
90038,Los Angeles,CA,175,,,,
90039,Los Angeles,CA,175,,,,
90040,Los Angeles,CA,175,,,,
90040,Commerce,CA,175,,,,
90041,Los Angeles,CA,175,,,,
90042,Los Angeles,CA,175,,,,
90043,Los Angeles,CA,175,,,,
90044,Los Angeles,CA,175,,,,
90045,Los Angeles,CA,175,,,,
90046,Los Angeles,CA,175,,,,
90047,Los Angeles,CA,175,,,,
90048,Los Angeles,CA,175,,,,
90049,Los Angeles,CA,175,,,,
90050,Los Angeles,CA,175,,,,
90051,Los Angeles,CA,175,,,,
90052,Los Angeles,CA,175,,,,
90053,Los Angeles,CA,175,,,,
90054,Los Angeles,CA,175,,,,
90055,Los Angeles,CA,175,,,,
90056,Los Angeles,CA,175,,,,
90057,Los Angeles,CA,175,,,,
90058,Los Angeles,CA,175,,,,
90058,Vernon,CA,175,,,,
90059,Los Angeles,CA,175,,,,
90060,Los Angeles,CA,175,,,,
90061,Los Angeles,CA,175,,,,
90062,Los Angeles,CA,175,,,,
90063,Los Angeles,CA,175,,,,
90064,Los Angeles,CA,175,,,,
90065,Los Angeles,CA,175,,,,
90066,Los Angeles,CA,175,,,,
90068,Los Angeles,CA,175,,,,
90070,Los Angeles,CA,175,,,,
90071,Los Angeles,CA,175,,,,
90072,Los Angeles,CA,175,,,,
90073,Los Angeles,CA,175,,,,
90074,Los Angeles,CA,175,,,,
90075,Los Angeles,CA,175,,,,
90076,Los Angeles,CA,175,,,,
90077,Los Angeles,CA,175,,,,
90078,Los Angeles,CA,175,,,,
90079,Los Angeles,CA,175,,,,
90080,Los Angeles,CA,175,,,,
90081,Los Angeles,CA,175,,,,
90082,Los Angeles,CA,175,,,,
90083,Los Angeles,CA,175,,,,
90084,Los Angeles,CA,175,,,,
90086,Los Angeles,CA,175,,,,
90087,Los Angeles,CA,175,,,,
90088,Los Angeles,CA,175,,,,
90089,Los Angeles,CA,175,,,,
90091,Los Angeles,CA,175,,,,
90091,Commerce,CA,175,,,,
90093,Los Angeles,CA,175,,,,
90094,Los Angeles,CA,175,,,,
90095,Los Angeles,CA,175,,,,
90096,Los Angeles,CA,175,,,,
90099,Los Angeles,CA,175,,,,
90189,Los Angeles,CA,175,,,,
90067,Los Angeles ,CA,175,,,,
93441,Los Olivos,CA,,,,,
93402,Los Osos,CA,,,,,
93412,Los Osos,CA,,,,,
92356,Lucerne Valley,CA,,,,,
92338,Ludlow,CA,,,,,
90262,Lynwood,CA,170,,,,
92358,Lytle Creek,CA,,,,,
90263,Malibu,CA,240,85,,,
90264,Malibu,CA,240,85,,,
90265,Malibu,CA,240,85,,,
90266,Manhattan Beach,CA,200,85,,,
90267,Manhattan Beach,CA,200,85,,,
92518,March Air Reserve Base,CA,,,,,
90292,Marina del Rey,CA,200,85,,,
90295,Marina del Rey,CA,200,85,,,
90270,Maywood,CA,170,,,,
92254,Mecca,CA,,,,,
92584,Menifee,CA,,,,,
92359,Mentone,CA,,,,,
92655,Midway City,CA,,,,,
91752,Mira Loma,CA,,,,,
91345,Mission Hills,CA,,,,,
91346,Mission Hills,CA,,,,,
91395,Mission Hills,CA,,,,,
92690,Mission Viejo,CA,,,,,
92691,Mission Viejo,CA,,,,,
92692,Mission Viejo,CA,,,,,
92694,Mission Viejo,CA,,,,,
91016,Monrovia,CA,220,85,,,
91017,Monrovia,CA,220,85,,,
91763,Montclair,CA,240,85,,,
90640,Montebello,CA,180,,,,
91754,Monterey Park,CA,185,,,,
91755,Monterey Park,CA,185,,,,
91756,Monterey Park,CA,185,,,,
91020,Montrose,CA,220,85,,,
91021,Montrose,CA,220,85,,,
93020,Moorpark,CA,300,300,,,
93021,Moorpark,CA,300,300,,,
92551,Moreno Valley,CA,,,,,
92552,Moreno Valley,CA,,,,,
92553,Moreno Valley,CA,,,,,
92554,Moreno Valley,CA,,,,,
92555,Moreno Valley,CA,,,,,
92556,Moreno Valley,CA,,,,,
92557,Moreno Valley,CA,,,,,
92256,Morono Valley,CA,,,,,
93442,Morro Bay,CA,,,,,
93443,Morro Bay,CA,,,,,
91948,Mount Laguna,CA,,,,,
91023,Mount Wilson,CA,,,,,
92561,Mountain Center,CA,,,,,
92366,Mountain Pass,CA,,,,,
91759,Mt Baldy,CA,,,,,
92562,Murrieta,CA,,,,,
92563,Murrieta,CA,,,,,
92564,Murrieta,CA,,,,,
91950,National City,CA,,,,,
91951,National City,CA,,,,,
92363,Needles,CA,,,,,
93254,New Cuyama,CA,,,,,
92365,Newberry Springs,CA,,,,,
91319,Newbury Park,CA,305,85,,,
91320,Newbury Park,CA,305,85,,,
91321,Newhall,CA,,,,,
91322,Newhall,CA,,,,,
92658,Newport Beach,CA,220,85,,,
92659,Newport Beach,CA,220,85,,,
92660,Newport Beach,CA,220,85,,,
92661,Newport Beach,CA,220,85,,,
92662,Newport Beach,CA,220,85,,,
92663,Newport Beach,CA,220,85,,,
92657,Newport Coast,CA,220,85,,,
93444,Nipomo,CA,,,,,
92364,Nipton,CA,,,,,
92860,Norco,CA,,,,,
91343,North Hills,CA,,,,,
91393,North Hills,CA,,,,,
91601,North Hollywood,CA,235,85,,,
91602,North Hollywood,CA,235,85,,,
91603,North Hollywood,CA,235,85,,,
91605,North Hollywood,CA,235,85,,,
91606,North Hollywood,CA,235,85,,,
91609,North Hollywood,CA,235,85,,,
91611,North Hollywood,CA,235,85,,,
91612,North Hollywood,CA,235,85,,,
91615,North Hollywood,CA,235,85,,,
91616,North Hollywood,CA,235,85,,,
91618,North Hollywood,CA,235,85,,,
92258,North Palm Springs,CA,,,,,
91324,Northridge,CA,260,85,,,
91325,Northridge,CA,260,85,,,
91327,Northridge,CA,260,85,,,
91328,Northridge,CA,260,85,,,
91329,Northridge,CA,260,85,,,
91330,Northridge,CA,260,85,,,
90650,Norwalk,CA,170,85,,,
90651,Norwalk,CA,170,85,,,
90652,Norwalk,CA,170,85,,,
92567,Nuevo,CA,,,,,
91377,Oak Park,CA,,,,,
93022,Oak View,CA,,,,,
93445,Oceano,CA,,,,,
93475,Oceano,CA,,,,,
92049,Oceanside,CA,370,370,,,
92051,Oceanside,CA,370,370,,,
92052,Oceanside,CA,370,370,,,
92054,Oceanside,CA,370,370,,,
92056,Oceanside,CA,370,370,,,
92057,Oceanside,CA,370,370,,,
92058,Oceanside,CA,370,370,,,
93023,Ojai,CA,,,,,
93024,Ojai,CA,,,,,
91758,Ontario,CA,250,85,,,
91761,Ontario,CA,250,85,,,
91762,Ontario,CA,250,85,,,
91764,Ontario,CA,250,85,,,
92856,Orange,CA,200,85,,,
92857,Orange,CA,200,85,,,
92859,Orange,CA,200,85,,,
92862,Orange,CA,200,85,,,
92863,Orange,CA,200,85,,,
92864,Orange,CA,200,85,,,
92865,Orange,CA,200,85,,,
92866,Orange,CA,200,85,,,
92867,Orange,CA,200,85,,,
92868,Orange,CA,200,85,,,
92869,Orange,CA,200,85,,,
92368,Oro Grande,CA,,,,,
93030,Oxnard,CA,380,380,,,
93031,Oxnard,CA,380,380,,,
93032,Oxnard,CA,380,380,,,
93033,Oxnard,CA,380,380,,,
93034,Oxnard,CA,380,380,,,
93035,Oxnard,CA,380,380,,,
93036,Oxnard,CA,380,380,,,
90272,Pacific Palisades,CA,,,,,
91331,Pacoima,CA,250,125,,,
91331,Arleta,CA,,,,,
91333,Pacoima,CA,250,125,,,
91334,Pacoima,CA,250,125,,,
92059,Pala,CA,,,,,
92211,Palm Desert,CA,475,475,,,
92255,Palm Desert,CA,475,475,,,
92260,Palm Desert,CA,475,475,,,
92261,Palm Desert,CA,475,475,,,
92262,Palm Springs,CA,475,475,,,
92263,Palm Springs,CA,475,475,,,
92264,Palm Springs,CA,475,475,,,
93550,Palmdale,CA,475,475,,,
93551,Palmdale,CA,475,475,,,
93552,Palmdale,CA,475,475,,,
93590,Palmdale,CA,475,475,,,
93591,Palmdale,CA,475,475,,,
93599,Palmdale,CA,475,475,,,
92060,Palomar Mountain,CA,,,,,
90274,Palos Verdes Peninsula,CA,,,,,
91402,Panorama City,CA,240,240,,,
91412,Panorama City,CA,240,240,,,
90723,Paramount,CA,170,,,,
92267,Parker Dam,CA,,,,,
91101,Pasadena,CA,230,85,,,
91102,Pasadena,CA,230,85,,,
91103,Pasadena,CA,230,85,,,
91104,Pasadena,CA,230,85,,,
91105,Pasadena,CA,230,85,,,
91106,Pasadena,CA,230,85,,,
91107,Pasadena,CA,230,85,,,
91109,Pasadena,CA,230,85,,,
91110,Pasadena,CA,230,85,,,
91114,Pasadena,CA,230,85,,,
91115,Pasadena,CA,230,85,,,
91116,Pasadena,CA,230,85,,,
91117,Pasadena,CA,230,85,,,
91121,Pasadena,CA,230,85,,,
91123,Pasadena,CA,230,85,,,
91124,Pasadena,CA,230,85,,,
91125,Pasadena,CA,230,85,,,
91126,Pasadena,CA,230,85,,,
91129,Pasadena,CA,230,85,,,
91182,Pasadena,CA,230,85,,,
91184,Pasadena,CA,230,85,,,
91185,Pasadena,CA,230,85,,,
91188,Pasadena,CA,230,85,,,
91189,Pasadena,CA,230,85,,,
91199,Pasadena,CA,230,85,,,
93446,Paso Robles,CA,,,,,
